Frame_ID,Marker_ID,Image_Path,X_min,Y_min,X_max,Y_max
1228,1,frame_01228.jpg,2473,1498,2525,1836
1229,1,frame_01229.jpg,2475,1496,2524,1833
1230,1,frame_01230.jpg,2473,1493,2524,1831
1231,1,frame_01231.jpg,2473,1491,2524,1828
1232,1,frame_01232.jpg,2472,1489,2523,1825
1233,1,frame_01233.jpg,2472,1487,2523,1824
1234,1,frame_01234.jpg,2471,1485,2523,1822
1235,1,frame_01235.jpg,2471,1483,2523,1819
1236,1,frame_01236.jpg,2471,1481,2522,1817
1237,1,frame_01237.jpg,2470,1480,2521,1816
1238,1,frame_01238.jpg,2468,1478,2519,1815
1239,1,frame_01239.jpg,2467,1476,2518,1813
1240,1,frame_01240.jpg,2468,1474,2519,1812
1241,1,frame_01241.jpg,2467,1473,2517,1811
1242,1,frame_01242.jpg,2467,1472,2515,1809
1243,1,frame_01243.jpg,2466,1472,2514,1808
1244,1,frame_01244.jpg,2465,1471,2513,1807
1245,1,frame_01245.jpg,2463,1470,2513,1808
1246,1,frame_01246.jpg,2462,1470,2510,1806
1247,1,frame_01247.jpg,2459,1469,2511,1807
1248,1,frame_01248.jpg,2459,1470,2508,1806
1249,1,frame_01249.jpg,2459,1471,2508,1806
1250,1,frame_01250.jpg,2458,1471,2507,1807
1251,1,frame_01251.jpg,2457,1471,2507,1808
1252,1,frame_01252.jpg,2457,1471,2509,1809
1253,1,frame_01253.jpg,2456,1472,2506,1809
1254,1,frame_01254.jpg,2458,1472,2506,1810
1255,1,frame_01255.jpg,2456,1473,2506,1811
1256,1,frame_01256.jpg,2455,1474,2505,1812
1257,1,frame_01257.jpg,2455,1475,2506,1815
1258,1,frame_01258.jpg,2453,1476,2503,1815
1259,1,frame_01259.jpg,2452,1477,2503,1817
1260,1,frame_01260.jpg,2450,1478,2500,1818
1261,1,frame_01261.jpg,2450,1480,2499,1818
1262,1,frame_01262.jpg,2448,1480,2498,1820
1263,1,frame_01263.jpg,2446,1481,2497,1820
1264,1,frame_01264.jpg,2446,1482,2495,1820
1265,1,frame_01265.jpg,2441,1483,2492,1821
1266,1,frame_01266.jpg,2440,1483,2489,1822
1267,1,frame_01267.jpg,2437,1483,2487,1823
1268,1,frame_01268.jpg,2436,1483,2485,1822
1269,1,frame_01269.jpg,2434,1483,2483,1822
1270,1,frame_01270.jpg,2429,1484,2479,1823
1271,1,frame_01271.jpg,2425,1483,2476,1822
1272,1,frame_01272.jpg,2420,1482,2471,1821
1273,1,frame_01273.jpg,2414,1482,2465,1820
1274,1,frame_01274.jpg,2409,1481,2459,1819
1275,1,frame_01275.jpg,2402,1480,2453,1818
1276,1,frame_01276.jpg,2395,1479,2445,1817
1277,1,frame_01277.jpg,2388,1476,2439,1815
1278,1,frame_01278.jpg,2382,1474,2434,1813
1279,1,frame_01279.jpg,2376,1472,2426,1811
1280,1,frame_01280.jpg,2370,1471,2420,1809
1281,1,frame_01281.jpg,2364,1469,2415,1807
1282,1,frame_01282.jpg,2359,1467,2410,1805
1283,1,frame_01283.jpg,2353,1466,2406,1803
1284,1,frame_01284.jpg,2350,1465,2402,1802
1285,1,frame_01285.jpg,2347,1464,2400,1802
1286,1,frame_01286.jpg,2345,1463,2397,1802
1287,1,frame_01287.jpg,2343,1462,2394,1801
1288,1,frame_01288.jpg,2343,1461,2395,1800
1289,1,frame_01289.jpg,2343,1461,2394,1800
1290,1,frame_01290.jpg,2340,1460,2392,1800
1291,1,frame_01291.jpg,2336,1460,2389,1798
1292,1,frame_01292.jpg,2330,1460,2381,1798
1293,1,frame_01293.jpg,2321,1459,2373,1797
1294,1,frame_01294.jpg,2311,1458,2364,1797
1295,1,frame_01295.jpg,2302,1458,2354,1795
1296,1,frame_01296.jpg,2294,1458,2346,1794
1297,1,frame_01297.jpg,2287,1458,2339,1795
1298,1,frame_01298.jpg,2281,1458,2333,1795
1299,1,frame_01299.jpg,2278,1458,2329,1795
1300,1,frame_01300.jpg,2278,1459,2329,1795
1301,1,frame_01301.jpg,2279,1459,2329,1795
1302,1,frame_01302.jpg,2282,1459,2331,1796
1303,1,frame_01303.jpg,2282,1458,2333,1795
1304,1,frame_01304.jpg,2282,1458,2332,1795
1305,1,frame_01305.jpg,2280,1457,2331,1794
1306,1,frame_01306.jpg,2275,1458,2326,1794
1307,1,frame_01307.jpg,2271,1457,2322,1794
1308,1,frame_01308.jpg,2268,1457,2319,1794
1309,1,frame_01309.jpg,2264,1457,2313,1793
1310,1,frame_01310.jpg,2260,1457,2310,1793
1311,1,frame_01311.jpg,2257,1456,2305,1793
1312,1,frame_01312.jpg,2253,1456,2300,1792
1313,1,frame_01313.jpg,2243,1455,2293,1792
1314,1,frame_01314.jpg,2234,1455,2285,1791
1315,1,frame_01315.jpg,2226,1454,2276,1792
1316,1,frame_01316.jpg,2216,1454,2267,1791
1317,1,frame_01317.jpg,2210,1453,2260,1791
1318,1,frame_01318.jpg,2202,1453,2252,1789
1319,1,frame_01319.jpg,2196,1453,2245,1791
1320,1,frame_01320.jpg,2189,1453,2239,1791
1321,1,frame_01321.jpg,2183,1453,2234,1791
1322,1,frame_01322.jpg,2177,1453,2228,1791
1323,1,frame_01323.jpg,2171,1453,2222,1791
1324,1,frame_01324.jpg,2167,1454,2216,1792
1325,1,frame_01325.jpg,2161,1455,2210,1793
1326,1,frame_01326.jpg,2153,1458,2204,1795
1327,1,frame_01327.jpg,2149,1459,2198,1798
1328,1,frame_01328.jpg,2145,1463,2195,1800
1329,1,frame_01329.jpg,2142,1464,2192,1802
1330,1,frame_01330.jpg,2141,1466,2189,1804
1331,1,frame_01331.jpg,2139,1468,2186,1807
1332,1,frame_01332.jpg,2136,1470,2183,1810
1333,1,frame_01333.jpg,2131,1472,2178,1812
1334,1,frame_01334.jpg,2124,1476,2172,1815
1335,1,frame_01335.jpg,2114,1501,2163,1818
1336,1,frame_01336.jpg,2106,1523,2151,1822
1337,1,frame_01337.jpg,2096,1532,2143,1826
1338,1,frame_01338.jpg,2089,1543,2134,1830
1339,1,frame_01339.jpg,2083,1554,2129,1834
1340,1,frame_01340.jpg,2077,1558,2124,1836
1341,1,frame_01341.jpg,2071,1559,2119,1838
1342,1,frame_01342.jpg,2066,1559,2114,1840
1343,1,frame_01343.jpg,2062,1561,2109,1842
1344,1,frame_01344.jpg,2060,1563,2106,1843
1345,1,frame_01345.jpg,2058,1564,2104,1844
1346,1,frame_01346.jpg,2057,1566,2102,1845
1347,1,frame_01347.jpg,2055,1565,2098,1846
1348,1,frame_01348.jpg,2051,1563,2095,1845
1349,1,frame_01349.jpg,2049,1561,2092,1845
1350,1,frame_01350.jpg,2045,1557,2088,1845
1351,1,frame_01351.jpg,2040,1553,2084,1845
1352,1,frame_01352.jpg,2032,1550,2076,1845
1353,1,frame_01353.jpg,2021,1546,2067,1845
1354,1,frame_01354.jpg,2011,1539,2056,1845
1355,1,frame_01355.jpg,1996,1536,2042,1844
1356,1,frame_01356.jpg,1983,1555,2027,1844
1357,1,frame_01357.jpg,1965,1563,2011,1844
1358,1,frame_01358.jpg,1950,1565,1998,1843
1359,1,frame_01359.jpg,1934,1564,1980,1842
1360,1,frame_01360.jpg,1919,1559,1965,1840
1361,1,frame_01361.jpg,1904,1558,1950,1838
1362,1,frame_01362.jpg,1889,1362,1958,1834
1363,1,frame_01363.jpg,1878,1550,1924,1828
1364,1,frame_01364.jpg,1868,1545,1915,1825
1365,1,frame_01365.jpg,1861,1541,1909,1820
1366,1,frame_01366.jpg,1856,1547,1904,1817
1367,1,frame_01367.jpg,1854,1561,1900,1817
1368,1,frame_01368.jpg,1851,1567,1894,1817
1369,1,frame_01369.jpg,1843,1576,1886,1816
1370,1,frame_01370.jpg,1835,1595,1876,1820
1371,1,frame_01371.jpg,1824,1598,1866,1822
1372,1,frame_01372.jpg,1813,1601,1858,1824
1373,1,frame_01373.jpg,1807,1603,1849,1828
1374,1,frame_01374.jpg,1801,1604,1843,1827
1375,1,frame_01375.jpg,1794,1604,1836,1829
1376,1,frame_01376.jpg,1784,1604,1826,1826
1377,1,frame_01377.jpg,1777,1603,1817,1826
1378,1,frame_01378.jpg,1766,1600,1809,1821
1379,1,frame_01379.jpg,1758,1598,1801,1836
1380,1,frame_01380.jpg,1751,1595,1790,1814
1381,1,frame_01381.jpg,1746,1590,1785,1811
1382,1,frame_01382.jpg,1739,1587,1780,1810
1383,1,frame_01383.jpg,1734,1587,1775,1810
1384,1,frame_01384.jpg,1730,1585,1771,1809
1385,1,frame_01385.jpg,1726,1585,1765,1806
1386,1,frame_01386.jpg,1721,1584,1760,1861
1387,1,frame_01387.jpg,1716,1583,1757,1807
1388,1,frame_01388.jpg,1710,1584,1750,1805
1389,1,frame_01389.jpg,1705,1586,1748,1809
1390,1,frame_01390.jpg,1704,1588,1745,1810
1391,1,frame_01391.jpg,1705,1589,1745,1811
1392,1,frame_01392.jpg,1710,1590,1749,1812
1393,1,frame_01393.jpg,1716,1590,1753,1813
1394,1,frame_01394.jpg,1720,1592,1757,1815
1395,1,frame_01395.jpg,1724,1595,1762,1816
1396,1,frame_01396.jpg,1729,1598,1765,1820
1397,1,frame_01397.jpg,1731,1602,1769,1824
1398,1,frame_01398.jpg,1731,1605,1768,1827
1399,1,frame_01399.jpg,1727,1607,1764,1828
1400,1,frame_01400.jpg,1726,1607,1762,1830
1401,1,frame_01401.jpg,1725,1613,1760,1831
1402,1,frame_01402.jpg,1725,1612,1760,1834
1403,1,frame_01403.jpg,1727,1614,1763,1835
1404,1,frame_01404.jpg,1726,1615,1761,1835
1405,1,frame_01405.jpg,1726,1612,1759,1835
1406,1,frame_01406.jpg,1721,1611,1757,1833
1407,1,frame_01407.jpg,1712,1612,1748,1833
1408,1,frame_01408.jpg,1700,1612,1736,1832
1409,1,frame_01409.jpg,1687,1613,1724,1831
1410,1,frame_01410.jpg,1677,1612,1712,1828
1411,1,frame_01411.jpg,1670,1614,1704,1826
1412,1,frame_01412.jpg,1667,1619,1700,1824
1413,1,frame_01413.jpg,1661,1627,1695,1826
1414,1,frame_01414.jpg,1660,1638,1693,1826
1415,1,frame_01415.jpg,1659,1649,1692,1826
1416,1,frame_01416.jpg,1658,1662,1691,1826
1417,1,frame_01417.jpg,1656,1675,1688,1825
1418,1,frame_01418.jpg,1649,1688,1682,1824
1419,1,frame_01419.jpg,1640,1700,1671,1826
1420,1,frame_01420.jpg,1631,1697,1664,1826
1421,1,frame_01421.jpg,1622,1689,1655,1826
1422,1,frame_01422.jpg,1612,1674,1645,1827
1423,1,frame_01423.jpg,1602,1664,1638,1826
1424,1,frame_01424.jpg,1590,1650,1627,1827
1425,1,frame_01425.jpg,1581,1497,1615,1826
1426,1,frame_01426.jpg,1572,1497,1606,1822
1427,1,frame_01427.jpg,1568,1496,1601,1818
1428,1,frame_01428.jpg,1564,1496,1599,1813
1429,1,frame_01429.jpg,1561,1495,1594,1808
1430,1,frame_01430.jpg,1557,1590,1591,1805
1431,1,frame_01431.jpg,1551,1589,1584,1802
1432,1,frame_01432.jpg,1542,1587,1577,1800
1433,1,frame_01433.jpg,1533,1586,1569,1799
1434,1,frame_01434.jpg,1525,1583,1560,1794
1435,1,frame_01435.jpg,1517,1579,1552,1792
1436,1,frame_01436.jpg,1510,1579,1546,1792
1437,1,frame_01437.jpg,1501,1577,1537,1792
1438,1,frame_01438.jpg,1492,1578,1529,1793
1439,1,frame_01439.jpg,1486,1538,1523,1790
1440,1,frame_01440.jpg,1479,1511,1516,1790
1441,1,frame_01441.jpg,1472,1483,1511,1791
1442,1,frame_01442.jpg,1462,1472,1502,1791
1443,1,frame_01443.jpg,1453,1471,1494,1790
1444,1,frame_01444.jpg,1443,1471,1484,1789
1445,1,frame_01445.jpg,1432,1469,1472,1786
1446,1,frame_01446.jpg,1423,1468,1463,1784
1447,1,frame_01447.jpg,1413,1466,1454,1783
1448,1,frame_01448.jpg,1406,1464,1447,1782
1449,1,frame_01449.jpg,1403,1462,1442,1778
1450,1,frame_01450.jpg,1401,1460,1440,1777
1451,1,frame_01451.jpg,1401,1458,1439,1775
1452,1,frame_01452.jpg,1402,1455,1440,1773
1453,1,frame_01453.jpg,1408,1453,1448,1767
1454,1,frame_01454.jpg,1412,1454,1452,1768
1455,1,frame_01455.jpg,1415,1455,1454,1769
1456,1,frame_01456.jpg,1416,1458,1455,1769
1457,1,frame_01457.jpg,1411,1460,1451,1772
1458,1,frame_01458.jpg,1402,1464,1441,1781
1459,1,frame_01459.jpg,1391,1467,1433,1780
1460,1,frame_01460.jpg,1378,1470,1419,1781
1461,1,frame_01461.jpg,1365,1472,1405,1782
1462,1,frame_01462.jpg,1353,1473,1394,1785
1463,1,frame_01463.jpg,1339,1474,1381,1786
1464,1,frame_01464.jpg,1327,1476,1369,1788
1465,1,frame_01465.jpg,1313,1476,1354,1787
1466,1,frame_01466.jpg,1300,1476,1341,1787
1467,1,frame_01467.jpg,1285,1475,1328,1788
1468,1,frame_01468.jpg,1274,1479,1318,1789
1469,1,frame_01469.jpg,1267,1479,1308,1790
1470,1,frame_01470.jpg,1259,1482,1302,1791
1471,1,frame_01471.jpg,1254,1481,1295,1790
1472,1,frame_01472.jpg,1247,1482,1288,1788
1473,1,frame_01473.jpg,1240,1481,1279,1788
1474,1,frame_01474.jpg,1229,1482,1270,1787
1475,1,frame_01475.jpg,1219,1480,1261,1785
1476,1,frame_01476.jpg,1209,1477,1250,1783
1477,1,frame_01477.jpg,1195,1476,1235,1780
1478,1,frame_01478.jpg,1177,1474,1218,1780
1479,1,frame_01479.jpg,1155,1473,1198,1779
1480,1,frame_01480.jpg,1138,1472,1180,1776
1481,1,frame_01481.jpg,1122,1469,1165,1775
1482,1,frame_01482.jpg,1108,1468,1151,1771
1483,1,frame_01483.jpg,1097,1463,1141,1767
1484,1,frame_01484.jpg,1085,1459,1128,1762
1485,1,frame_01485.jpg,1076,1455,1119,1761
1486,1,frame_01486.jpg,1064,1452,1109,1753
1487,1,frame_01487.jpg,1063,1446,1104,1745
1488,1,frame_01488.jpg,1065,1438,1105,1737
1489,1,frame_01489.jpg,1071,1432,1109,1730
1490,1,frame_01490.jpg,1072,1426,1111,1726
1491,1,frame_01491.jpg,1067,1425,1108,1720
1492,1,frame_01492.jpg,1060,1422,1100,1718
1493,1,frame_01493.jpg,1047,1420,1090,1716
1494,1,frame_01494.jpg,1032,1419,1073,1713
1495,1,frame_01495.jpg,1017,1417,1059,1710
1496,1,frame_01496.jpg,1003,1415,1044,1709
1497,1,frame_01497.jpg,992,1414,1035,1707
1498,1,frame_01498.jpg,982,1411,1026,1705
1499,1,frame_01499.jpg,971,1409,1014,1703
1500,1,frame_01500.jpg,959,1409,1002,1702
1501,1,frame_01501.jpg,946,1408,991,1701
1502,1,frame_01502.jpg,936,1409,978,1701
1503,1,frame_01503.jpg,923,1411,967,1705
1504,1,frame_01504.jpg,909,1413,951,1706
1505,1,frame_01505.jpg,894,1416,939,1709
1506,1,frame_01506.jpg,880,1419,926,1712
1507,1,frame_01507.jpg,865,1421,912,1716
1508,1,frame_01508.jpg,846,1424,893,1720
1509,1,frame_01509.jpg,827,1428,877,1723
1510,1,frame_01510.jpg,811,1429,860,1725
1511,1,frame_01511.jpg,796,1430,848,1725
1512,1,frame_01512.jpg,784,1430,834,1727
1513,1,frame_01513.jpg,769,1431,821,1728
1514,1,frame_01514.jpg,758,1431,812,1729
1515,1,frame_01515.jpg,749,1430,802,1725
1516,1,frame_01516.jpg,740,1428,792,1724
1517,1,frame_01517.jpg,732,1425,785,1720
1518,1,frame_01518.jpg,727,1424,777,1717
1519,1,frame_01519.jpg,722,1421,773,1714
1520,1,frame_01520.jpg,721,1420,770,1713
1521,1,frame_01521.jpg,717,1421,766,1715
1522,1,frame_01522.jpg,711,1426,761,1718
1523,1,frame_01523.jpg,703,1428,755,1721
1524,1,frame_01524.jpg,691,1430,743,1723
1525,1,frame_01525.jpg,671,1432,727,1727
1526,1,frame_01526.jpg,656,1432,710,1727
1527,1,frame_01527.jpg,646,1432,701,1726
1528,1,frame_01528.jpg,636,1431,693,1725
1529,1,frame_01529.jpg,633,1430,688,1724
1530,1,frame_01530.jpg,630,1427,683,1720
1531,1,frame_01531.jpg,629,1424,681,1716
1532,1,frame_01532.jpg,626,1420,678,1712
1533,1,frame_01533.jpg,618,1417,672,1708
1534,1,frame_01534.jpg,612,1413,665,1704
1535,1,frame_01535.jpg,606,1411,659,1701
1536,1,frame_01536.jpg,602,1409,655,1698
1537,1,frame_01537.jpg,598,1408,652,1698
1538,1,frame_01538.jpg,594,1407,648,1699
1539,1,frame_01539.jpg,591,1407,644,1696
1540,1,frame_01540.jpg,589,1405,643,1693
1541,1,frame_01541.jpg,586,1403,640,1691
1542,1,frame_01542.jpg,582,1402,634,1688
1543,1,frame_01543.jpg,574,1402,626,1687
1544,1,frame_01544.jpg,564,1402,619,1687
1545,1,frame_01545.jpg,561,1401,616,1686
1546,1,frame_01546.jpg,556,1400,611,1683
1547,1,frame_01547.jpg,549,1399,604,1684
1548,1,frame_01548.jpg,539,1397,593,1681
1549,1,frame_01549.jpg,530,1395,585,1678
1550,1,frame_01550.jpg,519,1393,575,1676
1551,1,frame_01551.jpg,507,1391,563,1674
1552,1,frame_01552.jpg,490,1390,548,1675
1553,1,frame_01553.jpg,474,1390,531,1674
1554,1,frame_01554.jpg,458,1389,518,1673
1555,1,frame_01555.jpg,443,1390,504,1674
1556,1,frame_01556.jpg,434,1392,495,1675
1557,1,frame_01557.jpg,427,1395,489,1679
1558,1,frame_01558.jpg,417,1398,479,1682
1559,1,frame_01559.jpg,406,1400,467,1682
1560,1,frame_01560.jpg,387,1403,452,1688
1561,1,frame_01561.jpg,364,1406,430,1692
1562,1,frame_01562.jpg,345,1409,410,1694
1563,1,frame_01563.jpg,327,1411,395,1697
1564,1,frame_01564.jpg,321,1410,387,1696
1565,1,frame_01565.jpg,325,1409,391,1692
1566,1,frame_01566.jpg,332,1406,398,1689
1567,1,frame_01567.jpg,342,1403,407,1685
1568,1,frame_01568.jpg,358,1399,422,1680
1569,1,frame_01569.jpg,374,1397,434,1677
1570,1,frame_01570.jpg,386,1395,445,1674
1571,1,frame_01571.jpg,394,1394,451,1672
1572,1,frame_01572.jpg,397,1394,453,1671
1573,1,frame_01573.jpg,398,1395,455,1672
1574,1,frame_01574.jpg,402,1396,458,1673
1575,1,frame_01575.jpg,410,1400,466,1675
1576,1,frame_01576.jpg,416,1404,473,1679
1577,1,frame_01577.jpg,418,1411,476,1684
1578,1,frame_01578.jpg,417,1415,474,1691
1579,1,frame_01579.jpg,412,1420,469,1695
1580,1,frame_01580.jpg,410,1422,466,1697
1581,1,frame_01581.jpg,408,1422,466,1697
1582,1,frame_01582.jpg,414,1421,470,1696
1583,1,frame_01583.jpg,424,1420,478,1692
1584,1,frame_01584.jpg,430,1417,486,1691
1585,1,frame_01585.jpg,436,1414,490,1684
1586,1,frame_01586.jpg,436,1412,490,1680
1587,1,frame_01587.jpg,435,1410,488,1678
1588,1,frame_01588.jpg,428,1408,483,1677
1589,1,frame_01589.jpg,426,1408,481,1676
1590,1,frame_01590.jpg,424,1409,476,1675
1591,1,frame_01591.jpg,419,1409,473,1677
1592,1,frame_01592.jpg,415,1410,469,1679
1593,1,frame_01593.jpg,411,1413,465,1680
1594,1,frame_01594.jpg,406,1414,460,1681
1595,1,frame_01595.jpg,399,1417,454,1685
1596,1,frame_01596.jpg,388,1420,444,1686
1597,1,frame_01597.jpg,378,1423,434,1690
1598,1,frame_01598.jpg,367,1426,423,1695
1599,1,frame_01599.jpg,354,1430,411,1699
1600,1,frame_01600.jpg,343,1434,399,1703
1601,1,frame_01601.jpg,330,1440,387,1708
1602,1,frame_01602.jpg,313,1444,372,1713
1603,1,frame_01603.jpg,297,1446,359,1717
1604,1,frame_01604.jpg,282,1448,344,1719
1605,1,frame_01605.jpg,267,1449,329,1721
1606,1,frame_01606.jpg,255,1449,318,1721
1607,1,frame_01607.jpg,248,1447,311,1720
1608,1,frame_01608.jpg,241,1445,307,1716
1609,1,frame_01609.jpg,232,1445,296,1715
1610,1,frame_01610.jpg,226,1444,288,1713
1611,1,frame_01611.jpg,220,1443,282,1712
1612,1,frame_01612.jpg,213,1441,276,1710
1613,1,frame_01613.jpg,210,1440,273,1708
1614,1,frame_01614.jpg,209,1439,272,1707
1615,1,frame_01615.jpg,208,1438,270,1705
1616,1,frame_01616.jpg,205,1438,267,1705
1617,1,frame_01617.jpg,200,1437,263,1704
1618,1,frame_01618.jpg,193,1437,256,1704
1619,1,frame_01619.jpg,185,1437,248,1704
1620,1,frame_01620.jpg,174,1438,239,1705
1621,1,frame_01621.jpg,162,1439,228,1706
1622,1,frame_01622.jpg,148,1441,216,1708
1623,1,frame_01623.jpg,127,1444,198,1714
1624,1,frame_01624.jpg,108,1449,179,1718
1625,1,frame_01625.jpg,84,1452,158,1724
1626,1,frame_01626.jpg,67,1455,143,1727
1627,1,frame_01627.jpg,55,1457,132,1730
1628,1,frame_01628.jpg,42,1460,118,1732
1629,1,frame_01629.jpg,32,1460,109,1733
1630,1,frame_01630.jpg,22,1462,99,1734
1631,1,frame_01631.jpg,9,1464,88,1737
1632,1,frame_01632.jpg,0,1466,71,1741
1633,1,frame_01633.jpg,0,1469,55,1735
1634,1,frame_01634.jpg,0,1472,40,1657
1635,1,frame_01635.jpg,0,1477,23,1575
1636,1,frame_01636.jpg,0,1481,13,1553
1637,1,frame_01637.jpg,0,1485,11,1549
1638,1,frame_01638.jpg,0,1487,16,1567
1639,1,frame_01639.jpg,0,1491,20,1586
1640,1,frame_01640.jpg,0,1495,23,1595
1641,1,frame_01641.jpg,0,1497,33,1654
1642,1,frame_01642.jpg,0,1498,35,1676
1643,1,frame_01643.jpg,0,1499,34,1672
1644,1,frame_01644.jpg,0,1499,32,1655
1645,1,frame_01645.jpg,0,1498,32,1653
1646,1,frame_01646.jpg,0,1494,39,1683
1647,1,frame_01647.jpg,0,1490,46,1722
1648,1,frame_01648.jpg,0,1487,50,1748
1649,1,frame_01649.jpg,0,1484,54,1748
1650,1,frame_01650.jpg,0,1482,58,1745
1651,1,frame_01651.jpg,0,1480,55,1742
1652,1,frame_01652.jpg,0,1480,49,1739
1653,1,frame_01653.jpg,0,1482,41,1705
1654,1,frame_01654.jpg,0,1486,30,1657
1655,1,frame_01655.jpg,0,1492,18,1586
1656,1,frame_01656.jpg,0,1500,8,1517
1657,2,frame_01657.jpg,3262,1753,3313,2154
1658,2,frame_01658.jpg,3246,1752,3295,2153
1659,2,frame_01659.jpg,3230,1752,3278,2151
1660,2,frame_01660.jpg,3218,1749,3267,2149
1661,2,frame_01661.jpg,3208,1748,3256,2148
1662,2,frame_01662.jpg,3198,1747,3243,2143
1663,2,frame_01663.jpg,3184,1744,3232,2142
1664,2,frame_01664.jpg,3170,1742,3215,2138
1665,2,frame_01665.jpg,3154,1741,3198,2136
1666,2,frame_01666.jpg,3136,1739,3180,2133
1667,2,frame_01667.jpg,3117,1737,3159,2129
1668,2,frame_01668.jpg,3099,1734,3140,2127
1669,2,frame_01669.jpg,3083,1732,3125,2124
1670,2,frame_01670.jpg,3071,1731,3111,2123
1671,2,frame_01671.jpg,3062,1729,3103,2120
1672,2,frame_01672.jpg,3054,1727,3096,2119
1673,2,frame_01673.jpg,3052,1725,3094,2118
1674,2,frame_01674.jpg,3051,1724,3093,2117
1675,2,frame_01675.jpg,3048,1723,3091,2116
1676,2,frame_01676.jpg,3039,1723,3080,2117
1677,2,frame_01677.jpg,3022,1723,3063,2115
1678,2,frame_01678.jpg,2994,1722,3035,2112
1679,2,frame_01679.jpg,2967,1719,3008,2109
1680,2,frame_01680.jpg,2936,1716,2979,2102
1681,2,frame_01681.jpg,2908,1710,2951,2097
1682,2,frame_01682.jpg,2879,1705,2925,2089
1683,2,frame_01683.jpg,2852,1699,2898,2080
1684,2,frame_01684.jpg,2827,1692,2874,2070
1685,2,frame_01685.jpg,2806,1685,2853,2062
1686,2,frame_01686.jpg,2789,1677,2835,2051
1687,2,frame_01687.jpg,2774,1672,2822,2044
1688,2,frame_01688.jpg,2763,1667,2810,2037
1689,2,frame_01689.jpg,2754,1662,2802,2032
1690,2,frame_01690.jpg,2747,1660,2795,2029
1691,2,frame_01691.jpg,2742,1657,2789,2026
1692,2,frame_01692.jpg,2737,1656,2784,2025
1693,2,frame_01693.jpg,2731,1656,2779,2026
1694,2,frame_01694.jpg,2722,1655,2769,2024
1695,2,frame_01695.jpg,2710,1655,2758,2023
1696,2,frame_01696.jpg,2695,1654,2745,2022
1697,2,frame_01697.jpg,2683,1654,2731,2021
1698,2,frame_01698.jpg,2672,1653,2720,2021
1699,2,frame_01699.jpg,2662,1651,2711,2019
1700,2,frame_01700.jpg,2654,1652,2703,2019
1701,2,frame_01701.jpg,2646,1651,2694,2018
1702,2,frame_01702.jpg,2635,1651,2685,2016
1703,2,frame_01703.jpg,2621,1649,2671,2015
1704,2,frame_01704.jpg,2603,1649,2654,2013
1705,2,frame_01705.jpg,2586,1648,2636,2012
1706,2,frame_01706.jpg,2573,1647,2623,2011
1707,2,frame_01707.jpg,2565,1647,2614,2011
1708,2,frame_01708.jpg,2559,1648,2609,2012
1709,2,frame_01709.jpg,2554,1650,2602,2015
1710,2,frame_01710.jpg,2547,1652,2594,2017
1711,2,frame_01711.jpg,2536,1653,2585,2020
1712,2,frame_01712.jpg,2523,1652,2571,2018
1713,2,frame_01713.jpg,2508,1651,2558,2016
1714,2,frame_01714.jpg,2496,1648,2544,2012
1715,2,frame_01715.jpg,2487,1644,2536,2007
1716,2,frame_01716.jpg,2481,1641,2529,2004
1717,2,frame_01717.jpg,2473,1639,2523,2000
